country,num_people,Electricity_consumption,clean_energy,num_cars,factory_size,local_products?,buy _environmentally_companies?,HANDLE WASTE?,Heating energy,gasoline,natural gas ,water consumtion,waste quantity,Carbon_precentage
China,362,5221,26,3,0,Always,i`am not considering this option,Tin cans,Peat,950,6893,360,2193,129.271806642073
China,306,6059,9,3,0,Always,Sometimes,Paper,Wood,2029,1641,368,1602,106.240858628692
China,165,1659,99,3,1,Sometimes,i`am not considering this option,Tin cans,Wood,2168,6434,2900,645,95.2331666571352
China,203,1385,28,3,1,Always,Sometimes,Paper,Peat,2612,1020,1350,208,74.6950666689699
China,727,2501,74,3,3,Sometimes,Always,Tin cans,Peat,1023,4190,1571,1354,190.12509070381
China,661,6155,14,3,3,Sometimes,Always,Paper,Wood,1313,1450,2811,4020,177.572650661526
China,518,4100,78,3,2,i`am not considering this option,Sometimes,Paper,Electricity,1482,1957,1127,604,146.188554665785
China,668,3095,23,3,3,Always,Always,Paper,Heating oil,1322,4361,1478,3802,182.975698695279
China,592,5619,6,3,0,Always,Sometimes,Tin cans,Peat,1497,6767,147,1902,182.958434661281
China,703,2689,25,3,3,i`am not considering this option,i`am not considering this option,Paper,Wood,1817,5312,1283,4232,199.736218703027
China,673,3883,83,3,3,Sometimes,Sometimes,Paper,Peat,1232,6100,437,2795,194.946494682737
China,61,4777,59,3,1,Always,Sometimes,Paper,Electricity,1651,6215,1239,187,75.8733826156303
China,443,2391,13,3,3,Always,i`am not considering this option,Paper,Peat,1380,6822,1202,1986,142.980354682106
China,514,2480,62,3,3,Always,Always,Paper,Peat,2191,5241,1991,1722,165.164170684404
China,12,3862,99,3,2,Always,Sometimes,Paper,Wood,1663,5131,459,2696,59.4661626181197
China,106,1830,89,3,2,Always,i`am not considering this option,Paper,Electricity,1519,4355,838,3479,64.5824386503113
China,342,2580,16,3,1,Always,Always,Paper,Wood,1414,6606,2850,4437,130.374166670043
China,342,4782,12,3,0,Sometimes,Sometimes,Paper,Electricity,1645,2750,1544,2377,115.378302646049
China,47,6228,49,3,3,Always,Sometimes,Paper,Heating oil,1092,1509,777,3622,46.0423545990358
China,729,4663,11,3,2,Sometimes,i`am not considering this option,Paper,Electricity,1201,1876,2626,673,180.133110684734
China,154,6099,83,3,1,Always,Sometimes,Paper,Peat,1996,6063,2217,4607,104.649614608262
China,715,3218,9,3,1,Always,i`am not considering this option,Paper,Peat,2367,6715,345,1214,209.418346699432
China,140,4017,61,3,1,Always,Sometimes,Paper,Wood,2010,6246,1541,4899,95.9558706314763
China,447,6496,70,3,2,Sometimes,i`am not considering this option,Paper,Electricity,1418,5366,2053,918,152.798498633079
China,416,2939,70,3,0,Always,Sometimes,Paper,Heating oil,1838,4596,2643,2359,136.278958669275
China,141,1385,86,3,1,Always,Always,Paper,Peat,2902,3441,1964,1010,85.4348826587899
China,176,6172,91,3,3,i`am not considering this option,Sometimes,Paper,Wood,1913,1823,1271,1716,88.9406906090701
China,630,6281,55,3,0,Always,Always,Paper,Electricity,1560,5539,2616,604,193.990970654104
China,45,4375,18,3,1,Always,Sometimes,Paper,Peat,1526,5354,1417,4837,66.4270146214989
China,657,3652,57,3,3,i`am not considering this option,i`am not considering this option,Paper,Peat,1790,3897,2136,4187,186.355150685653
China,154,4174,23,3,3,Always,Always,Paper,Electricity,1290,3897,449,2612,79.5533226338814
China,330,5479,11,3,3,Sometimes,Sometimes,Paper,Wood,2969,2235,1076,3359,126.939310637328
China,768,1432,56,3,1,Sometimes,Always,Paper,Electricity,2791,3566,108,3408,213.075418720846
China,298,2734,30,3,3,i`am not considering this option,Sometimes,Paper,Peat,2923,3054,2287,2932,120.237794663168
China,73,5755,36,3,2,Sometimes,i`am not considering this option,Paper,Peat,1739,1935,1756,2580,59.9017306077045
China,315,5851,51,3,3,i`am not considering this option,Sometimes,Paper,Wood,1469,3939,225,1059,120.974966628898
China,231,6301,98,3,1,Sometimes,Sometimes,Paper,Wood,803,2663,2824,4707,92.1214226123812
China,65,6775,57,3,0,Sometimes,i`am not considering this option,Paper,Electricity,2394,5483,755,3648,89.2151865941264
China,315,5302,28,3,2,i`am not considering this option,Sometimes,Paper,Heating oil,1723,1113,1616,1913,106.501870636606
China,523,4923,21,3,3,Sometimes,i`am not considering this option,Paper,Peat,1182,2838,1614,105,144.52918266132
China,547,4894,96,3,0,i`am not considering this option,Sometimes,Paper,Peat,1028,4319,102,568,162.81315465848
China,404,3107,87,3,3,Sometimes,i`am not considering this option,Paper,Electricity,2011,1715,1280,3770,121.808986665104
China,300,4600,24,3,2,i`am not considering this option,Sometimes,Paper,Peat,2363,3694,1953,4499,124.178398643196
China,276,1290,54,3,3,i`am not considering this option,i`am not considering this option,Paper,Peat,2842,5936,357,2590,124.639074675237
China,233,5678,60,3,3,i`am not considering this option,i`am not considering this option,Paper,Peat,804,6985,1389,4678,114.238482622258
Germany,545,6506,35,3,3,Sometimes,Sometimes,Paper,Peat,1936,3327,2995,3327,169.259979978296
China,532,6001,55,3,3,i`am not considering this option,Always,Paper,Wood,873,6858,695,2856,179.795546647848
Saudi Arabia,282,3277,78,3,2,Always,Sometimes,Paper,Wood,1306,908,508,2803,83.6640519854338
Germany,17,6630,16,3,0,Always,Sometimes,Paper,Peat,1085,4905,2803,4326,60.4612319273919
China,600,3275,82,3,2,Sometimes,i`am not considering this option,Tin cans,Wood,1832,4119,1317,3456,170.742114682448
Germany,184,5316,46,3,0,i`am not considering this option,Always,Tin cans,Peat,2515,3386,2180,2336,104.793519955809
Germany,482,1107,70,3,2,Sometimes,i`am not considering this option,Paper,Peat,1906,5401,1342,3747,150.468748029228
Saudi Arabia,651,1251,14,3,3,Sometimes,Always,Tin cans,Wood,1274,4088,1199,2063,171.759756047973
Germany,624,5939,90,3,0,Always,Always,Paper,Peat,2487,4882,1217,1067,199.086347988095
China,579,4511,54,3,0,Sometimes,i`am not considering this option,Paper,Peat,1814,3668,2518,1446,168.194658668813
China,560,1491,37,3,1,Sometimes,i`am not considering this option,Tin cans,Wood,1471,3971,2059,264,149.929562701524
Germany,111,2863,100,3,0,i`am not considering this option,Always,Paper,Peat,1615,4780,533,1020,83.1763519719426
China,774,3063,76,3,0,Sometimes,Always,Tin cans,Wood,1940,6629,180,189,224.005486701942
Germany,778,2536,18,3,2,Sometimes,i`am not considering this option,Tin cans,Peat,2232,3657,2230,3209,204.211820045719
Germany,587,2468,57,3,0,i`am not considering this option,i`am not considering this option,Tin cans,Peat,2515,3277,429,456,169.026776025235
China,440,3370,89,3,2,Sometimes,Sometimes,Paper,Peat,2373,4031,1607,4572,149.393074665507
Saudi Arabia,231,2035,3,3,1,i`am not considering this option,i`am not considering this option,Tin cans,Wood,2340,1382,135,1986,82.9296399996687
Germany,224,3632,76,3,3,Sometimes,Sometimes,Paper,Electricity,2881,3334,2529,1602,107.039375976113
Germany,593,4450,83,3,1,Always,Sometimes,Tin cans,Peat,1960,4472,375,3159,174.882700002037
China,662,3704,69,3,0,Sometimes,Always,Paper,Wood,1892,6907,119,1511,206.987302684617
Germany,642,1129,69,3,2,i`am not considering this option,Sometimes,Paper,Peat,2303,2096,2231,3338,173.345064044487
Saudi Arabia,507,3535,78,3,1,i`am not considering this option,i`am not considering this option,Tin cans,Electricity,1767,1989,829,1710,142.076576004258
Germany,640,1426,41,3,0,Sometimes,Sometimes,Paper,Electricity,1964,6197,2120,4154,189.742480042995
China,447,2055,28,3,1,Sometimes,Sometimes,Paper,Peat,2068,2006,761,1771,128.541550685097
Saudi Arabia,598,2917,15,3,3,i`am not considering this option,Sometimes,Paper,Electricity,2963,4944,1925,2928,191.242600024464
China,579,4144,16,3,0,i`am not considering this option,Always,Tin cans,Peat,2403,1731,2748,2221,169.052078675615
Germany,694,3472,74,3,1,Sometimes,Sometimes,Tin cans,Wood,1820,6010,435,3985,202.345140023225
Germany,219,5991,4,3,0,Sometimes,Sometimes,Paper,Peat,1279,4134,2282,4547,99.2119079547846
China,31,5255,50,3,1,Sometimes,Always,Tin cans,Electricity,2841,2921,2970,1481,71.923446608119
Germany,766,5311,55,3,0,i`am not considering this option,Sometimes,Paper,Peat,2676,4292,2559,421,225.465996011279
Germany,461,4202,44,3,0,Always,Always,Tin cans,Peat,843,3396,202,4955,133.124587994874
Saudi Arabia,526,3688,29,3,1,Sometimes,Sometimes,Paper,Wood,875,3338,1483,347,143.231452007956
Germany,796,4836,58,3,1,Sometimes,Always,Tin cans,Peat,1564,3121,2356,1832,210.867064019162
Saudi Arabia,434,3239,38,3,0,Always,i`am not considering this option,Tin cans,Electricity,996,2876,1029,545,115.471076003337
Germany,556,4196,27,3,1,Sometimes,Always,Paper,Peat,2970,5905,2937,324,192.599328005382
Saudi Arabia,333,4866,52,3,1,i`am not considering this option,i`am not considering this option,Paper,Peat,999,1596,1639,763,101.64591597473
Egypt,276,1248,56,3,1,Sometimes,Always,Paper,Electricity,2434,3908,1393,1941,111.861825342166
Egypt,609,2737,7,3,1,Always,i`am not considering this option,Tin cans,Wood,2297,4593,757,3939,173.528041361321
Egypt,142,1994,81,3,2,Sometimes,Always,Paper,Peat,2457,4492,1053,276,90.4737653192373
Egypt,384,5143,31,3,2,Always,Sometimes,Tin cans,Electricity,2632,5647,2547,4362,148.850701311389
Egypt,449,4391,64,3,0,Sometimes,Always,Tin cans,Peat,1510,4702,227,2315,148.109121323536
Egypt,504,4149,30,4,2,Sometimes,Always,Paper,Electricity,860,3922,1013,1629,147.789505334047
Egypt,431,4144,39,4,1,i`am not considering this option,Always,Tin cans,Peat,2056,3612,2322,2799,146.929801326401
Egypt,310,6141,50,4,0,Sometimes,Sometimes,Paper,Peat,1167,5578,1284,3065,125.00732929191
Egypt,796,3085,12,4,2,Sometimes,Sometimes,Paper,Electricity,2767,4876,1115,222,224.108493375209
Egypt,199,4358,73,4,1,Always,Sometimes,Tin cans,Peat,2973,6741,1842,1728,119.020581299193
Egypt,118,5359,79,4,3,Sometimes,i`am not considering this option,Paper,Electricity,954,5183,1512,325,77.2747612799927
Egypt,682,6403,76,4,1,Sometimes,Always,Paper,Peat,2064,5929,2651,4125,217.77617732297
Egypt,213,1450,97,4,3,Always,i`am not considering this option,Tin cans,Electricity,806,1740,1747,476,59.33530133091
Egypt,343,2979,41,3,3,i`am not considering this option,Always,Paper,Peat,2250,1546,114,4857,118.671649330667
Egypt,567,4459,0,8,0,Sometimes,Sometimes,Tin cans,Peat,1425,2374,2401,1108,152.150677338905
Egypt,94,2464,14,4,0,Sometimes,Always,Tin cans,Electricity,1376,1421,2954,2637,51.1966093142577
Egypt,482,5437,35,8,2,Sometimes,Sometimes,Paper,Wood,2260,6869,455,2099,175.257753317449
Egypt,156,3556,9,8,1,Always,Always,Tin cans,Electricity,846,5522,1460,3111,80.4192733086305
Egypt,73,6939,21,8,3,i`am not considering this option,Always,Tin cans,Electricity,2568,6820,526,2190,105.697277262525
Egypt,424,1819,9,4,0,Sometimes,Always,Tin cans,Electricity,2154,4349,370,4074,139.896013353513
Egypt,360,6822,54,8,0,Sometimes,Sometimes,Paper,Wood,1537,3379,948,2066,128.41884528901
Egypt,436,1128,22,4,3,Always,Always,Tin cans,Wood,999,4317,1351,3384,124.511277361377
Egypt,561,6129,28,4,1,Sometimes,Sometimes,Tin cans,Electricity,2591,5500,2218,3598,188.416325317801
Egypt,53,3777,6,8,0,Sometimes,Always,Paper,Wood,2339,1777,942,1470,59.8745812965194
Saudi Arabia,466,6107,80,8,3,Always,Sometimes,Paper,Electricity,1817,1133,2377,520,135.391487971918
China,255,4090,59,4,3,Sometimes,Always,Paper,Wood,844,4683,1617,4232,104.165714641966
United States,10,3948,30,4,1,Sometimes,Always,Tin cans,Electricity,1803,5346,1689,1500,64.9436159553287
Saudi Arabia,348,2383,68,8,3,Always,Sometimes,Paper,Peat,1584,2290,1150,2937,104.842100002505
Saudi Arabia,679,3323,19,8,1,Sometimes,Always,Tin cans,Electricity,1746,1237,1331,2013,172.937564027529
United States,343,4961,24,4,3,Sometimes,Sometimes,Tin cans,Electricity,1814,1558,1476,4430,110.562543976691
China,324,5983,89,4,0,Always,Always,Paper,Electricity,2383,3287,2464,446,129.224482625481
Saudi Arabia,546,1442,61,7,3,Sometimes,Always,Tin cans,Peat,1546,4261,2924,2810,157.578456032434
United States,780,5531,48,4,0,Always,Sometimes,Tin cans,Electricity,2786,6375,1184,3120,234.394296010672
Saudi Arabia,752,6963,25,4,1,Sometimes,Always,Paper,Electricity,2160,3636,2566,3665,220.008803993904
Saudi Arabia,487,4265,67,4,2,Always,Always,Tin cans,Wood,1210,1774,2242,4815,134.691147995072
United States,715,5132,76,4,1,Sometimes,Sometimes,Paper,Peat,1873,2656,899,3902,195.430856006843
Saudi Arabia,691,2895,90,7,2,Always,Always,Tin cans,Electricity,2323,6653,725,1509,209.372700028227
Germany,351,1183,100,4,3,Sometimes,Always,Paper,Electricity,2632,4621,2918,4150,135.685392013636
China,144,2176,35,4,2,Sometimes,Always,Tin cans,Peat,1916,3070,1091,3666,75.8289706540918
Saudi Arabia,173,1535,6,7,3,Always,Sometimes,Paper,Electricity,1555,3371,1649,1356,70.5568559994838
Germany,208,3307,37,12,0,Sometimes,Sometimes,Tin cans,Electricity,2753,3387,2084,4611,99.9975959811145
Saudi Arabia,586,4061,39,4,2,Sometimes,Always,Paper,Peat,2867,4691,533,4519,191.785452008932
Saudi Arabia,467,5104,76,7,3,Always,Always,Tin cans,Electricity,2569,1606,1946,2503,146.189523983322
Egypt,301,3457,94,12,3,Sometimes,Always,Tin cans,Peat,2351,4909,2993,1298,127.343325317661
Germany,138,1965,92,8,0,Sometimes,Sometimes,Paper,Electricity,1836,6934,599,4362,94.6944559851207
Saudi Arabia,175,3832,55,4,0,Always,Always,Tin cans,Electricity,2631,3766,373,3626,96.2409119706423
Germany,27,3376,17,4,2,Always,Always,Paper,Peat,2744,5150,362,4656,75.4925279642316
Saudi Arabia,728,6666,71,4,2,Sometimes,Sometimes,Tin cans,Electricity,1080,1249,2844,4048,184.667735991526
Saudi Arabia,780,3746,2,7,2,Always,Always,Tin cans,Peat,2152,3110,776,3217,206.235444033795
Egypt,272,3181,92,12,1,Sometimes,Always,Paper,Electricity,1638,6516,620,4720,124.846213318047
Saudi Arabia,735,1829,18,4,1,i`am not considering this option,Always,Tin cans,Peat,2241,3088,2819,2964,199.435536049406
Germany,502,2038,5,4,1,Sometimes,Sometimes,Paper,Electricity,1808,3465,1531,2093,144.617164025607
Egypt,738,2570,92,12,0,Always,Always,Tin cans,Peat,2366,894,1936,483,186.0222173696
Germany,484,4885,58,7,3,Sometimes,Sometimes,Paper,Electricity,2888,1501,1092,3142,152.254247988723
Saudi Arabia,139,4160,70,4,0,Always,Always,Tin cans,Electricity,1613,1216,282,4314,65.2296079624697
Saudi Arabia,485,1476,53,12,2,Sometimes,Always,Paper,Electricity,2060,6826,1781,287,165.698764026883
Egypt,34,3273,19,4,1,i`am not considering this option,Sometimes,Tin cans,Peat,2349,2992,2266,2340,59.7390372992327
Saudi Arabia,742,2324,9,7,0,Sometimes,Always,Paper,Electricity,1137,4971,654,4507,199.499076045325
China,799,3359,25,4,0,Always,Sometimes,Tin cans,Electricity,1405,5412,1046,1659,209.613190704788
China,130,4275,13,4,3,i`am not considering this option,Always,Tin cans,Electricity,1227,3237,2376,543,73.9927106312233
Egypt,100,6769,45,4,2,Sometimes,Always,Tin cans,Wood,2969,3036,2554,993,91.6690092651325
Egypt,539,4064,40,4,3,i`am not considering this option,Always,Tin cans,Electricity,1730,5226,447,2636,173.025701337644
Egypt,702,2289,34,4,2,Sometimes,Always,Paper,Wood,814,5478,769,4035,191.176169373341
Egypt,767,5660,80,12,1,Always,i`am not considering this option,Tin cans,Electricity,1012,1188,1497,2643,182.383601339197
Egypt,94,2959,20,8,1,i`am not considering this option,Sometimes,Tin cans,Electricity,1806,4223,1923,4136,72.5356453084904
Egypt,150,4683,60,12,0,Always,i`am not considering this option,Paper,Heating oil,1358,4881,208,1839,81.2039852920169
Egypt,203,5520,44,8,2,Always,Sometimes,Tin cans,Peat,1030,2638,374,916,77.1537892889698
Egypt,781,2558,64,12,0,Always,i`am not considering this option,Tin cans,Heating oil,974,5743,2323,4773,201.986745375906
Egypt,772,3023,25,8,1,i`am not considering this option,i`am not considering this option,Tin cans,Wood,1316,1487,2997,3350,185.80250137271
Egypt,598,6057,86,8,3,Always,Sometimes,Tin cans,Peat,847,5777,1035,4598,176.628573318052
Egypt,154,3581,90,8,0,Always,i`am not considering this option,Paper,Heating oil,1577,1933,817,2169,65.8246813022924
Egypt,70,6647,92,12,1,Always,Sometimes,Tin cans,Heating oil,2719,2957,1214,4117,77.7476492603199
Egypt,278,2615,16,8,0,i`am not considering this option,i`am not considering this option,Tin cans,Wood,1606,5881,1391,2150,112.182437330277
Egypt,354,4135,45,8,3,Always,i`am not considering this option,Paper,Peat,1743,6156,2200,1329,131.577233318755
Egypt,784,6109,18,8,0,Always,Sometimes,Tin cans,Heating oil,1920,5718,1826,2669,222.914777340273
Egypt,595,1511,74,6,3,i`am not considering this option,Always,Paper,Wood,1224,1293,776,3574,152.472077368799
Egypt,227,5023,91,12,2,Always,i`am not considering this option,Tin cans,Heating oil,2265,3970,2130,3700,103.001053293442
Egypt,57,3343,9,12,0,Always,i`am not considering this option,Tin cans,Wood,2541,1111,1335,3498,48.1121733015208
Egypt,328,6295,29,8,2,Always,i`am not considering this option,Tin cans,Heating oil,1180,4526,648,1988,114.981845293546
Egypt,523,1362,99,8,2,Always,Always,Paper,Wood,1436,5586,113,615,157.064305361681
Egypt,351,1831,24,8,1,i`am not considering this option,i`am not considering this option,Paper,Heating oil,963,2365,2177,689,99.4177213454136
Egypt,375,6706,100,8,0,Always,i`am not considering this option,Paper,Peat,1878,6811,391,618,149.405437288377
Egypt,515,2873,26,4,0,Always,i`am not considering this option,Tin cans,Heating oil,2022,4227,2808,953,149.870985349396
Egypt,10,3516,14,8,2,i`am not considering this option,i`am not considering this option,Tin cans,Peat,2309,4459,766,2754,61.0622372947094
Egypt,347,5749,42,8,3,Always,Always,Paper,Wood,2634,5718,1728,2615,148.758065300494
Egypt,498,2627,15,12,0,Always,i`am not considering this option,Paper,Heating oil,2365,6239,318,1857,161.954625351472
Egypt,428,2354,3,8,2,Always,i`am not considering this option,Tin cans,Heating oil,2673,4604,2589,2582,140.163349348535
Egypt,121,6533,10,8,1,i`am not considering this option,i`am not considering this option,Paper,Peat,1051,1517,1278,3033,64.2256652724148
Egypt,684,3860,95,12,1,Always,i`am not considering this option,Paper,Wood,2941,5720,261,3377,209.453617349994
Egypt,448,3689,14,8,1,Always,i`am not considering this option,Plastic,Peat,2398,976,183,3692,125.953885334931
Egypt,609,2481,59,8,0,Always,i`am not considering this option,Paper,Wood,2078,1284,2156,4106,155.960397360489
Egypt,531,1044,98,8,2,i`am not considering this option,Always,Tin cans,Peat,2269,4338,1702,3191,165.689121366051
Egypt,402,6915,9,12,1,Always,i`am not considering this option,Paper,Heating oil,1311,2199,2364,3440,122.785949295379
Egypt,470,3442,57,8,3,Always,Always,Plastic,Wood,1671,6085,292,4899,157.997281336686
Saudi Arabia,294,5618,62,8,3,i`am not considering this option,i`am not considering this option,Tin cans,Heating oil,2266,3374,2677,213,118.322787962075
Egypt,609,5077,31,12,1,Always,i`am not considering this option,Paper,Heating oil,1178,5323,685,1171,173.651273333991
Saudi Arabia,226,6483,21,8,1,i`am not considering this option,Always,Tin cans,Wood,2829,4322,1603,2386,124.366631948926
Egypt,320,2327,10,8,3,Always,Always,Plastic,Heating oil,2223,5504,230,1662,124.420853337952
Germany,649,6248,88,8,3,i`am not considering this option,Sometimes,Plastic,Heating oil,1074,2453,1972,4907,178.882667987432
Saudi Arabia,39,3394,30,12,1,Always,i`am not considering this option,Tin cans,Peat,2232,3583,153,2725,54.9229319643883
Egypt,241,6316,37,11,3,i`am not considering this option,i`am not considering this option,Plastic,Heating oil,2124,919,115,1953,94.7897932844934
Saudi Arabia,197,1901,29,8,0,Always,Sometimes,Plastic,Peat,1762,4694,2826,1385,86.3570439960497
Egypt,531,3189,65,12,1,Sometimes,Always,Paper,Heating oil,1313,3848,2380,2023,156.601353344858
Saudi Arabia,247,4816,100,8,3,Sometimes,Always,Plastic,Peat,1753,1335,2638,2677,95.8139719636277
Germany,470,6682,71,8,0,Sometimes,Always,Plastic,Heating oil,2743,4019,2327,1706,170.654887966569
Germany,783,6259,89,12,3,Sometimes,i`am not considering this option,Tin cans,Wood,1643,6488,1582,4992,228.497008000198
Egypt,69,6523,97,8,3,i`am not considering this option,i`am not considering this option,Plastic,Peat,1282,5823,1499,1976,81.4477892612274
Saudi Arabia,761,6894,58,12,0,Sometimes,Always,Plastic,Heating oil,869,1196,2579,4359,194.084275993287
Germany,96,2203,13,12,1,i`am not considering this option,i`am not considering this option,Tin cans,Wood,2743,1641,2829,3351,64.2142759842875
Egypt,524,4498,5,8,2,Sometimes,i`am not considering this option,Plastic,Heating oil,1443,5922,2839,1158,163.020149334017
Saudi Arabia,583,1631,22,8,3,Sometimes,Always,Tin cans,Heating oil,960,2917,2403,3893,150.882332036763
Egypt,22,4465,1,8,3,i`am not considering this option,i`am not considering this option,Plastic,Wood,915,6973,2787,4359,67.0313612863686
Egypt,380,3041,28,8,2,Sometimes,Always,Plastic,Heating oil,1470,4752,314,3202,130.437549334552
Saudi Arabia,554,4541,36,6,2,i`am not considering this option,i`am not considering this option,Tin cans,Heating oil,976,5221,2059,573,162.568396000817
Germany,735,1423,54,4,3,Sometimes,Always,Tin cans,Wood,821,3760,508,1738,183.047752051281
United States,373,3096,47,12,1,Sometimes,i`am not considering this option,Plastic,Peat,1437,5227,2087,1061,125.63862799864
Germany,194,1330,27,4,3,i`am not considering this option,Always,Plastic,Heating oil,2594,849,2299,4073,82.6837560022033
United States,543,4872,78,8,1,Sometimes,i`am not considering this option,Tin cans,Heating oil,2168,1269,1351,3044,151.583143993069
Germany,688,2452,38,4,2,Sometimes,Always,Plastic,Peat,1590,1508,2726,3222,174.67754403656
United States,563,1997,39,12,2,i`am not considering this option,i`am not considering this option,Plastic,Wood,2903,1872,1242,875,160.025948029677
United States,160,5218,90,11,1,Sometimes,Always,Plastic,Heating oil,2454,4570,366,2191,104.178403951578
United States,104,2589,87,11,1,Always,Sometimes,Tin cans,Heating oil,2794,5506,2992,3937,87.8593479753709
Egypt,675,1329,13,11,1,i`am not considering this option,i`am not considering this option,Plastic,Wood,1202,5144,1554,205,179.047809383004
United States,599,3785,63,12,3,Always,i`am not considering this option,Tin cans,Heating oil,2083,2403,1688,2036,161.067472011641
United States,469,1544,36,4,1,Sometimes,Sometimes,Tin cans,Wood,2219,3817,685,3920,142.629840025611
Germany,573,1526,63,8,3,Always,i`am not considering this option,Plastic,Wood,1966,6584,986,3345,172.532084033973
United States,684,4341,24,5,1,i`am not considering this option,Sometimes,Tin cans,Heating oil,2552,4592,678,3951,204.673932016376
United States,231,4362,81,8,3,Sometimes,i`am not considering this option,Plastic,Wood,1849,5392,1316,4221,108.779403968478
Germany,106,2680,13,11,3,Sometimes,Sometimes,Tin cans,Heating oil,829,2510,830,4523,50.2990199799781
United States,486,3338,22,5,2,Always,i`am not considering this option,Plastic,Heating oil,1299,3940,655,3238,137.076320008505
Egypt,587,5817,82,12,0,Sometimes,Sometimes,Tin cans,Heating oil,2995,4875,1383,1108,193.61808531999
United States,455,6690,73,8,3,Always,i`am not considering this option,Plastic,Heating oil,1645,6589,340,3531,161.201859964927
Germany,348,6005,32,5,0,i`am not considering this option,Sometimes,Plastic,Wood,2289,6599,2939,1310,151.429415965075
United States,411,4048,80,11,0,Sometimes,Always,Tin cans,Heating oil,2454,5640,2188,1810,156.086671989351
Egypt,138,4195,21,5,0,i`am not considering this option,Sometimes,Plastic,Peat,2261,1804,1967,2430,76.7333812989488
Egypt,503,4273,15,8,3,Always,i`am not considering this option,Plastic,Heating oil,972,3810,2406,4452,139.964997333746
Egypt,666,4755,2,12,0,i`am not considering this option,Sometimes,Tin cans,Peat,857,5224,480,3300,186.053853345138
Egypt,183,4424,0,8,1,Sometimes,i`am not considering this option,Plastic,Heating oil,896,4680,1159,883,80.7905293023427
Egypt,343,3664,39,11,0,Sometimes,Sometimes,Plastic,Heating oil,2801,4570,1241,3441,135.407737323353
Egypt,64,2634,31,8,0,i`am not considering this option,i`am not considering this option,Plastic,Peat,2011,6630,355,2972,79.6334533083832
Egypt,562,2640,53,8,1,Sometimes,Sometimes,Tin cans,Wood,1577,5954,2602,4187,170.60232135466
Egypt,215,2506,84,11,3,i`am not considering this option,Sometimes,Tin cans,Heating oil,1805,6592,2461,122,108.721117320595
Egypt,80,6063,16,8,2,Sometimes,i`am not considering this option,Plastic,Peat,2904,869,1535,4123,68.0532732732005
Egypt,378,4525,58,5,2,i`am not considering this option,i`am not considering this option,Plastic,Heating oil,2080,5246,700,1588,141.200733315768
Egypt,453,4568,40,5,0,Sometimes,Sometimes,Tin cans,Heating oil,2031,2415,487,380,136.779861323756
Egypt,738,3307,0,10,1,Sometimes,i`am not considering this option,Plastic,Heating oil,2736,2847,1385,1377,198.793473368152
Egypt,157,5673,78,5,3,i`am not considering this option,Sometimes,Plastic,Peat,2611,972,339,2233,85.1796492803884
Egypt,407,1510,56,11,3,Sometimes,i`am not considering this option,Tin cans,Peat,1883,1058,493,4310,109.517725352082
Egypt,462,3540,18,11,0,Always,Sometimes,Plastic,Heating oil,1966,5644,1233,600,150.611885337682
Egypt,664,2316,70,8,1,Sometimes,Sometimes,Tin cans,Peat,1444,3532,1821,4502,175.402957366822
Egypt,524,5808,97,10,1,i`am not considering this option,i`am not considering this option,Tin cans,Heating oil,1325,4784,643,1214,163.395925312928
Egypt,41,6902,64,11,2,Always,Sometimes,Plastic,Peat,2248,3990,1347,1204,71.9387012567525
Egypt,606,4830,15,5,3,i`am not considering this option,i`am not considering this option,Tin cans,Heating oil,1285,1654,607,2020,156.779541337484
Egypt,70,5004,95,8,3,Sometimes,Sometimes,Tin cans,Peat,1019,2828,1974,2386,55.7341892781915
Egypt,29,1139,8,11,3,i`am not considering this option,Always,Plastic,Heating oil,2531,3933,257,1676,63.2545413232881
Egypt,447,1669,56,10,0,Sometimes,Sometimes,Tin cans,Peat,2494,5129,2817,2378,149.439781354107
United States,217,5764,3,8,2,Sometimes,i`am not considering this option,Plastic,Heating oil,825,4034,100,3101,88.0282999573079
Egypt,375,2778,71,8,1,i`am not considering this option,i`am not considering this option,Tin cans,Heating oil,2354,6359,350,3958,145.142133333845
Germany,466,3722,59,5,0,Sometimes,Sometimes,Plastic,Peat,1742,3341,626,1669,141.11244399964
United States,416,3394,85,10,3,Sometimes,Sometimes,Tin cans,Heating oil,1389,5435,313,539,136.984171996713
United States,42,4546,49,8,1,Sometimes,i`am not considering this option,Tin cans,Heating oil,2353,4268,2860,3132,68.8676399505261
Germany,561,5335,71,8,0,i`am not considering this option,Sometimes,Plastic,Heating oil,1473,1581,2767,1568,156.173447990213
China,328,1418,37,5,1,Sometimes,i`am not considering this option,Tin cans,Heating oil,2016,6787,542,2867,125.788814680033
United States,224,6943,13,8,0,Sometimes,i`am not considering this option,Plastic,Heating oil,1401,5236,2894,1782,106.694135944218
Germany,605,5862,51,10,1,Always,Sometimes,Tin cans,Heating oil,1993,4421,2416,3889,181.682203990095
China,189,2288,31,7,1,i`am not considering this option,Sometimes,Plastic,Wood,2060,4444,501,2718,93.7874106575628
Saudi Arabia,358,2214,94,5,0,Always,Sometimes,Tin cans,Wood,1003,5885,2085,4952,120.364240003305
Egypt,81,1408,95,10,0,Always,i`am not considering this option,Plastic,Peat,947,1057,807,1159,31.6056413189025
Saudi Arabia,552,1075,27,5,3,Sometimes,Sometimes,Tin cans,Wood,809,5841,1068,966,151.963992039483
